N,P,K,ph,temperature,humidity,rainfall,label
70.60809470726902,41.09974108447709,49.46021109504891,5.89309772466676,26.244325886239793,89.46707938995894,229.48113035416486,Rice
80.10548372420769,49.422597115658974,39.85035387637728,5.695242987798045,25.057164806830535,84.21158543661284,152.43159664314538,Rice
85.81889183628671,39.42776698517622,48.80917168705828,6.453928577002587,26.40405073154314,85.55238050383167,151.54566165288674,Rice
97.13274250350901,45.70460370793286,49.33309638087339,6.463619977089253,25.97106618827152,84.41673338104378,188.50977286019253,Rice
94.04546686067428,42.923050128906944,33.38985493372185,6.05680126245835,26.553083419125468,90.4404469501246,207.00611700893649,Rice
63.887059750830744,50.37518066747924,49.801077002085265,5.640084015236524,23.628307566546155,93.16059607891933,224.07686177542044,Rice
87.88062963981072,52.56210209967773,37.1898230243951,5.793591844264493,25.665528088349596,92.15170092018771,236.70723185801037,Rice
96.52962210225886,47.783559971523445,40.03032589374399,6.298295178966775,24.549747515444356,90.52950315886555,229.5792669436101,Rice
95.60021367270265,43.449878921288395,37.511659052798876,5.593981939840869,24.047960986973216,80.53913410695114,196.55980181324603,Rice
81.70578538830307,42.16353130320711,41.81666521138021,5.530500249939049,20.2614373212445,92.33900840989487,186.01906414112628,Rice
65.0824205060754,48.05608150137011,45.39987106197222,5.715821027496843,24.360233330733003,81.28021197490652,155.16817211686077,Rice
81.25418526272591,48.51587804025266,42.74859802996413,6.226091333722661,26.830964556237742,87.74450522451792,182.2956472941246,Rice
91.80744779074814,41.770806281551856,38.77942841411272,5.578456381342266,20.177455203908202,94.43972622016888,233.59801205122056,Rice
87.83896824374793,45.223823610356746,33.46588640141692,5.656437042671086,21.75170028715217,88.23839997059181,221.45959227000623,Rice
86.40789506870925,41.99834742364857,49.097305613263885,6.237896916695768,23.880478367579805,89.17581119351529,191.960006242779,Rice
69.9092395800463,43.89931696628154,45.15692220928738,5.514393488629755,20.812508483548413,80.6900396303263,154.07288023189702,Rice
94.21842336044028,52.591446484500594,39.4834765817465,5.597834160651002,23.441311125817826,87.10207656170849,167.32018699100152,Rice
77.35406596951893,44.96261835993434,42.317001961044326,6.135093650867644,20.317128068404312,85.61918921939707,212.58599157142365,Rice
80.12545034320351,56.41224602970806,43.1738726323789,5.66293442708143,20.49398123180301,89.63628917309474,152.6511310541622,Rice
83.43102325093852,58.50575603562394,41.509483557517584,5.888169926206522,24.50301752909647,86.87379335737275,204.5616789315935,Rice
97.658592351061,44.652565945019354,49.22381127647829,6.405350641956064,21.370537943525076,81.04041951312749,160.07780013774266,Rice
60.72887302606199,37.36107401889821,43.66013546832714,5.571188648460229,22.23282941205633,92.67312966454182,152.32719357358258,Rice
92.57873930355743,42.046369369335,32.36329655243313,6.1967371653641505,24.40259992745919,93.1620802029058,223.50710438038857,Rice
92.13923721539393,42.05086431428266,33.548790875594456,6.250614751640859,25.64784317487085,94.8575771300101,191.26176769114267,Rice
74.88072343171133,54.41032401854992,36.816070805060356,6.430757325603564,26.008889262901082,86.43491041062528,225.08710677914974,Rice
90.1817149633873,37.578096720898316,48.05105813359133,6.005252372447857,25.78520226275419,84.80074401545917,239.55232284962005,Rice
75.56806714936653,35.27094128700746,48.10763952838528,5.591286676786133,22.235195463132904,94.25092950576207,245.0607146937556,Rice
82.93751552493144,50.79593030424498,38.96891043956639,5.793210771698065,22.30065181758941,90.08777684115557,225.237452943768,Rice
91.66316174903395,54.740453569863845,31.824122060973806,5.994420304702581,20.40291132011651,88.24293323485603,194.1530501373377,Rice
95.508167310332,43.77287531380197,32.341340328552114,5.642991682052836,25.330574422022305,89.27327094974392,160.11226761227903,Rice
63.364272244599896,52.524228286478,31.45526012728387,6.321860059290357,24.943695590095473,81.2202317096285,158.4837714085192,Rice
99.46558314004702,44.35676989390301,37.412842941337814,6.312799567257502,26.630740041687012,94.79001595734306,225.33781852589416,Rice
75.05038342123663,37.08751791746672,45.542938318548735,6.058404249735805,22.969554064728833,93.59531577642105,161.11974823061513,Rice
79.70500417163436,35.283841119185475,39.37321283988253,5.556303275681837,20.831725413876505,81.76289370165658,214.92103021160636,Rice
89.84179517061693,49.584219127428995,49.24345096949084,5.874870579523704,21.999984603973026,93.02898692284191,172.35958385194527,Rice
98.52890157762445,35.30386186724541,49.397576534152776,5.543159911950577,26.238001795886497,87.9155166362945,249.29647961193004,Rice
62.95186258941595,48.84635711003302,49.38605071238198,6.023097844170149,24.40579046694684,90.43623033476926,195.45410647677733,Rice
85.10232320336254,49.607857798077504,48.02316020981978,5.545446380341458,21.966742327145614,94.25617226114838,239.02637838909163,Rice
78.22627011142852,50.50331494503842,35.54762365962265,5.688121159723761,23.245888834579876,85.3002834203908,208.3656111850872,Rice
63.10938547859939,59.35987019165417,49.72421488959206,6.198161714019745,23.752674564408842,84.64291424429491,231.37950197069486,Rice
87.38924690215518,39.06542348362228,48.21854368987685,6.322537242923169,26.64859939304347,90.8857926258254,211.341519593579,Rice
76.72972145162475,58.31821208385033,47.32127779000817,5.545218670106189,20.184568821480763,85.64695050317074,231.0553330781833,Rice
99.49104517259778,38.760422277588205,41.8826143070427,5.880890856631021,26.789400784702224,92.63178384703563,233.83287047111378,Rice
78.7477263917988,45.37048755844163,35.468141438614126,5.556375496650928,26.053056633785374,92.19351513695116,249.97176732861305,Rice
99.86547348295622,48.88579264006569,45.379748303610214,6.444765729882428,25.94753173474188,83.71022152614796,195.05441353100935,Rice
65.1663766060598,58.85127568146806,42.1234926890176,5.728642805503463,24.701904790841,89.27192360686844,185.81627180328405,Rice
64.54230368798517,51.78932988981999,40.40615401807587,6.27231839173564,23.641144507783952,92.7827225047781,205.19068387744855,Rice
82.43751886141546,56.91634006645863,38.06965732424794,5.63401522845064,20.201478734193373,91.32705883510428,212.03095513534646,Rice
88.16319072396894,40.32410403772277,32.727429511735394,5.514544665667882,22.454112911646178,88.8487653028195,189.22440450997323,Rice
77.49899688094916,57.60396736234371,36.96510934046601,6.013989489159811,25.485571089188,85.94814173481905,212.20867002278735,Rice
94.4945483498698,58.738015591441055,32.94146961858076,6.426587625161495,23.44481405155677,83.87366582448438,195.91357562382615,Rice
99.20130301141909,47.31545234982174,36.57503220575016,6.133400854316726,21.681019331447352,81.13794992162995,162.88797219106493,Rice
65.1218335583109,38.79756733780736,32.7765434529882,6.140874744803215,21.273160590794014,85.18500924985796,239.6788409906012,Rice
78.95846561051489,51.68894346302568,33.4463974240326,5.692289018808671,20.28608031386535,82.53402594608247,177.85903390319586,Rice
67.08041937106987,37.21756334392639,32.412717422012015,5.960778768032726,21.444336028840546,85.46404791572112,200.34172708548567,Rice
87.61579314517462,35.98280349602747,45.98820797818085,6.127900389490907,20.572313223642105,93.10367936160166,242.08724005318132,Rice
62.44311839419455,41.92194120368009,46.12402559586123,6.248259690383659,21.291647135494642,83.14023985005065,187.0472102791382,Rice
79.38091940764085,50.4563692882574,37.378272791395446,5.962534716133148,25.232296566936295,80.55024804335896,175.24369443440207,Rice
88.5339834353821,57.38017094217999,40.233548842313326,6.032113485265316,20.75020407937843,86.71118550235182,203.2617266455023,Rice
69.69882014538919,41.731080773734526,37.54568326209245,5.520071197777726,22.254554159082247,83.17172010494816,182.74973521779145,Rice
64.79048527277004,57.263182018497375,41.87184907108097,6.17910231914449,25.52419867025137,87.47663298393586,158.69202880874238,Rice
81.48426167274191,49.671027950521975,44.908789483686604,5.931659546229679,20.893062119568945,84.25663858698087,186.3082296398635,Rice
85.83668965326405,49.269457616722796,37.12193451795692,6.48651524879298,24.24042373549821,83.55840187603992,160.17824726204037,Rice
66.11436556737328,41.1489432096127,33.21362746519112,5.686567024051306,21.99566618085693,82.60060392942133,239.67654246264252,Rice
63.20934982646569,48.11278473925637,38.20793653979323,6.482378616908607,20.784272315176366,85.96783398568613,246.9470433275369,Rice
94.62028503575921,55.426801773731995,35.1580565408988,5.670887587390066,24.680502539471018,93.94063983691379,205.67628930139298,Rice
82.864507578796,41.9994773415071,45.38985866383874,5.687043748557524,22.265754654829706,86.38154657924625,200.7610378684455,Rice
69.69638929660321,37.870920618480085,42.21240084883265,5.788630553240256,24.068667549958285,82.31544072911304,198.11401018548173,Rice
81.30357730206343,41.55470610467281,41.732085563878414,6.201622015408462,12.633749704727677,69.7992046477989,66.11769224873615,Wheat
92.3949778341854,47.63921964291291,48.63005444447859,7.14034178983453,17.95638740607844,59.43152377100317,70.59204570736343,Wheat
73.95473066171981,67.88587432743478,51.61238815575459,7.447540365999769,13.242972234855447,64.61734950407289,96.91702284105189,Wheat
67.24932264662641,41.99488802100333,49.82241298580118,6.861709669769867,20.41828776758272,52.79544753252579,89.76336559299452,Wheat
68.06509280190978,44.90967828597113,38.28531595861986,7.221862080347073,18.651972206962,60.46130849538238,67.94152420617513,Wheat
95.08802163252433,51.77335322267906,51.33198878943154,6.658702362855328,15.769444294249077,59.25359571339213,65.0688937082071,Wheat
89.90437520705004,55.081611702774374,39.64425390293635,7.349361859911853,15.838912213732115,60.871057222279774,95.32360554822735,Wheat
84.96951983655968,43.50694122125092,53.796642472269504,6.9415620796071265,15.349056146570861,52.785441453267744,89.7012594635148,Wheat
84.80291023714054,56.00383275928965,52.87785166101915,7.182895816836796,13.516748797327512,56.23444135591097,62.424456990723286,Wheat
89.75785170290708,41.00597304207338,46.39779369742633,7.143688028611036,20.767656367617494,56.84163497431815,91.06286523360063,Wheat
64.42526947820829,65.39356875203555,37.549773246639646,6.595930935840551,19.972953657795536,52.99834854697548,61.462569761632075,Wheat
88.89010273572265,61.601096096382236,47.82295265770595,7.04092266670065,17.427244433475963,55.03598117813905,67.28479967519597,Wheat
67.26390867205703,67.25351684000884,46.66783589532241,6.60127712514546,16.62005803644133,68.94566679223631,57.66757015580401,Wheat
83.44919328067189,55.17666036653398,47.22908470869296,6.027165275731261,20.721239089441514,68.64236564967224,78.25665917946044,Wheat
87.8660329550757,67.67498143531887,49.14477268626797,6.228808564371392,17.762883601668133,62.13430092765712,71.2065335651193,Wheat
89.45776942498891,68.03101044307044,53.51137025813553,6.676259057106198,13.132380458407553,69.69682397924669,91.94490432229671,Wheat
64.98650724813068,67.62525647852117,52.39792724124257,6.778257085689108,17.912754357449295,57.980054077402606,52.73808194110157,Wheat
73.40788966583604,64.08560345794035,35.092640460092056,6.500248757536716,15.981686935909433,60.74791205875846,95.99278082063802,Wheat
73.85383977463844,50.40859605688683,49.75002496219497,6.678326911334711,14.24604822939982,59.04879032265387,57.04285101898999,Wheat
67.05547946024893,54.95103318218439,43.37850899009096,7.372268851602151,15.62393899116633,61.61176700556087,81.61321439597651,Wheat
60.523778263533345,59.906121160501314,38.56071933739503,7.441605476204183,13.486627277531129,58.29248247454048,54.26748340393219,Wheat
99.87497007383789,55.065850309937275,46.90770034640087,6.100614716082641,19.49960470399178,54.19811186191171,94.90271447203568,Wheat
68.20558561928028,45.720631619909994,35.730993356961896,6.7081004176649985,17.648411332626164,51.31417278856705,88.77638083475053,Wheat
78.13155338992111,55.7317080798274,43.81525493876456,6.601144591312989,17.596403313082178,53.10480491861425,59.09640652476355,Wheat
94.47142484054069,68.38346386400897,42.46618632559506,6.406117009715331,18.439995432390155,58.17468342196193,51.26931778301724,Wheat
66.24610389464762,61.47916686542193,48.17847883820303,6.0406439887552255,14.219721619329494,54.62149593176143,83.59463717993643,Wheat
60.788421510174565,43.123257459537214,50.99832170746379,6.2678169930815,18.527461078518748,54.76365562093453,54.97206963796726,Wheat
69.72688763997816,61.66800795566978,52.11392936212572,7.245329796850488,15.971835296184548,63.36170273141292,60.24921477079105,Wheat
71.72590921044053,66.89007455563359,35.260038470214724,6.128262796281702,14.078862551460272,50.530644077476396,59.071771754489866,Wheat
83.32166243878768,52.642736517774935,52.8534342215395,7.226165342607661,15.41817351697876,55.18846866862585,68.98462040836334,Wheat
83.6117977005923,48.041909224686286,47.48297815698268,6.614117478286861,17.5204718085198,58.722530582706334,64.72328797709588,Wheat
97.93813227848626,62.908173824792826,37.80226351532905,7.30270196384687,16.874311982495136,67.89104453788183,89.99276279736577,Wheat
77.00854017876934,40.67407924960352,40.37354718769892,6.8124513219913005,18.334782198261472,55.157753708664046,56.96780370364121,Wheat
93.39720947197196,69.53206542110657,45.51380364605372,6.2575189287724555,14.72307326519369,50.367813530949334,95.71494032802495,Wheat
64.71004331560565,57.29549426542761,40.48110441374412,6.83126700377369,18.514203883518643,66.59483607414404,60.32106358803016,Wheat
60.43983314633922,44.10656890206422,53.0003728369621,7.310835116343773,17.974131021703084,62.010337208673064,83.25183372731277,Wheat
67.01485114493798,67.4323583777488,43.375410497841465,6.574707792374246,17.189177052828377,50.939319335501104,58.31416843780397,Wheat
89.52134465705481,42.483960037753796,47.06304218932776,6.368023664521981,15.892956140419766,55.773874735414,67.78363582324747,Wheat
88.76183620736981,48.91365146869525,46.32809280593794,6.7140756032986495,18.63671165362648,68.73659478649516,86.62860486051252,Wheat
68.59761514363026,40.93549405183854,40.2452808859965,6.892616896050383,12.514258134842503,59.927324944024726,79.84214244584446,Wheat
73.36975563267843,63.12736611237466,37.131965062675434,6.112706672603713,19.281887562036033,59.90982632412397,84.4201198213868,Wheat
77.39309354414985,47.3920609971732,51.38204635348399,7.199123818453469,18.946964708544268,55.44290274459925,79.51153334345435,Wheat
74.43895587760107,42.747462199799024,53.34627150924486,6.205227946378442,21.502373538208026,58.92011545915911,59.25664644193098,Wheat
81.67603789513433,66.18837507629225,49.644497728191226,7.209841721792174,18.587833667107173,63.84553129035705,92.45978257826596,Wheat
69.98672035436743,54.68274890929422,39.42418883639205,7.48150201199497,21.440593396866134,50.788536227370116,85.27875862578442,Wheat
97.00993269662663,45.417260353820005,46.35890461105259,7.373232446382063,12.339459785857988,63.9484053449368,64.86745036862754,Wheat
96.97584781506121,69.13174735496104,53.88532978226868,6.711321324986196,20.620426509893136,66.8909879707014,65.95502366216279,Wheat
93.1566189660271,41.11022904146478,46.92539756964106,6.345013255931555,13.205668857772789,51.539064032584186,84.81443879390699,Wheat
73.59499855072265,61.74300314586284,36.30712681597885,6.472935506745915,17.394912923753374,65.81446329677927,65.9376251466035,Wheat
85.03565505748037,66.57933244708562,47.31726376364609,6.34943921213045,12.24400781556538,67.4019774780186,51.063470542519354,Wheat
94.98806690736798,55.868114020816364,53.781353970257925,7.198174853660499,21.979341105333376,57.0142363090342,88.35941444655634,Wheat
76.07723654436968,54.396268609117264,47.5501092643674,7.310515671279508,21.840834691992953,65.36546827729036,70.8883391083667,Wheat
76.85428009108281,62.12746904766674,39.775542915366046,6.165711169697092,15.546221576407765,55.74477983308164,64.81540602279951,Wheat
69.3443100419964,41.26279568909086,35.35747869466827,7.4815835846040475,16.277731337358624,57.68653294319363,83.9823641346535,Wheat
68.73015551460257,68.49883551850675,50.72690028831104,6.134116503468389,16.175807757849284,67.58236615124329,97.2366011145705,Wheat
78.69606044999479,58.40234167632123,38.3406789218415,7.486752939205465,14.316717013834435,68.85463548270252,82.48233244961843,Wheat
84.30947179515437,55.38065533049526,39.61339623435517,6.264792048008262,14.204862090701754,53.72876524288509,88.97922367833766,Wheat
74.00501036666921,41.73528029690189,54.38205260281623,7.325678827445138,21.27752283195213,69.8981564529287,58.69476246097437,Wheat
75.84968075610635,62.74715427112274,48.92041236107585,6.230843859509783,20.158331249906176,54.488811436733215,61.19088074113115,Wheat
81.47897691573654,57.78819804525109,46.60172415675622,6.1372302560966325,20.774608626303802,55.31200085177412,56.47574606414021,Wheat
95.54992319475909,68.6695449468926,52.24255234530901,7.214274112087317,18.55241980639022,61.01714741218279,54.34933799557051,Wheat
76.33812852282794,51.18065551036942,40.195075675206525,7.085130170532878,16.958757350787707,51.62092431815296,61.009160097490565,Wheat
87.33035054638384,42.283925784709005,52.02413828097538,6.742719790520962,16.80586577326648,61.84815569319035,91.23404829625746,Wheat
73.91236831608772,60.34048457677191,46.31463927991582,6.400542405254132,20.78629986355158,65.94852043213857,82.92259173292128,Wheat
94.02326916376967,66.01882602879407,49.1672595343007,7.2555199925455085,18.974714616692836,63.60281543520601,80.93056891075922,Wheat
90.10866558230565,44.75815315879221,52.617415183978565,7.307765291617848,12.292472830345591,66.51633501129525,56.44349337367226,Wheat
73.40475417036568,62.30524768874823,38.21519792096616,7.2269505361785935,20.32134177957742,60.14935467521673,50.31929358584168,Wheat
71.48152532699652,58.507807551272265,54.62372356054847,6.947720290525003,14.598035810641598,62.68011406199223,76.99926898579278,Wheat
91.19381580604575,43.20941916480875,50.22055805004056,6.811899868014166,21.629920038589944,56.83744332077372,81.6310946566974,Wheat
97.2811242204007,43.07529183972038,53.74456974472902,7.03182858345122,12.678370591051719,56.01927133893633,85.40860443226407,Wheat
62.69402405875087,57.4651138052882,41.917661139059135,6.9313732766512155,12.457420338125129,67.43073612304752,98.67444845886985,Wheat
98.75511421142767,62.48955495228774,37.60172480261264,7.137394793893534,12.245869164588015,50.442471030579945,66.18051095747705,Wheat
79.54572761618664,63.112222534233794,48.665907532130106,6.668854059565122,14.736266662816659,69.94249000315422,71.30906511179865,Wheat
78.05548097318702,44.90871463575007,50.89619097499859,7.040523338672233,14.207696127887605,51.64762091231685,84.02496510373565,Wheat
86.1804485712454,48.19778580994628,54.0172712450082,6.22658683767135,16.32334801042602,68.87231840335198,70.98636584630611,Wheat
85.54103790656342,51.92783193888383,40.4843040469734,7.475966471939742,16.09334006315043,67.88198407358269,61.49773029455431,Wheat
68.52418816100334,40.93402248653534,48.0333365075177,6.5527895155856415,20.64358249839637,59.46419813383115,98.40967139573608,Wheat
67.42102062812485,66.05869503866832,50.53193705583483,7.156382766966078,20.44783228116888,65.22047981885999,81.31101608157077,Wheat
65.2497951072955,40.975785384737556,53.41695695631374,6.924975471781107,19.96537290976176,59.630447030251005,55.86540944811972,Wheat
65.00743168810202,60.566958616869144,43.60611789798925,6.300787090050505,16.915945467414367,51.28417874150268,79.09857009571994,Wheat
70.75973617740391,63.92677301911564,41.207239178471475,6.682830223622702,12.116205399081007,51.44893775589118,69.62467782033424,Wheat
79.19755338868494,58.00061644357911,40.833251574186065,7.042472829189814,20.601223971892047,65.59701977786699,51.980941267417855,Wheat
79.22027789031316,43.147905352545244,39.84090031725055,7.47999388990072,13.424955429015132,59.97776306902712,80.90778671590596,Wheat
88.09859882176416,56.78946050460742,35.195416948383674,6.489691962365987,17.177116433847115,51.757329982896664,67.53134656045904,Wheat
61.328124351654665,42.35735491465062,42.93846552403192,6.19907363106459,17.67540848261558,63.78929938274531,90.02933495545415,Wheat
68.0060097697924,45.024477467772094,37.091356806688005,6.954645374315455,19.064757264869012,50.63172289651284,96.81061231218449,Wheat
62.0788513460589,56.238890059032116,49.18121038901833,7.306453685619129,19.140869321324278,66.03456166139584,66.97250962714031,Wheat
92.5930045498605,42.40344539154025,52.89633312121055,6.821388564230604,20.172977699624937,59.046365690366,82.17888475982625,Wheat
81.05610643744453,61.947685652659956,36.632599640611794,6.090528125985846,14.471032340101464,53.19089360226377,93.58917832961009,Wheat
68.76855949432178,69.27595767457393,41.737915835422136,6.273176873533049,19.89698507142479,63.17415551001752,74.90978582265694,Wheat
82.21454203750525,61.57605334816792,39.56909482662597,7.494500874085113,21.74793162146783,63.006513726938735,59.97712254645725,Wheat
87.20912969725165,42.165952269375275,35.61305004411612,6.386524332766821,16.626229567393164,67.36545010816761,86.3584534883154,Wheat
89.70826084799924,52.764800033442256,41.91869985093926,6.556558144476904,21.876495637360577,50.80218382824965,93.35157480612243,Wheat
83.14701634289574,53.158462575687714,49.50515320830273,6.730003412137054,20.734232380816607,68.01403728022517,71.08604634367276,Wheat
71.07311188940207,57.77050985780087,53.24726691233382,6.3159932835085,18.229665835634826,62.63120440185041,86.65565112076405,Wheat
65.2627074050904,61.47474894046266,53.18065041331282,6.269524663305363,14.375433249238776,69.42790188083279,59.04884763547449,Wheat
94.17540373478317,54.768335693441045,39.94462148806354,7.306124851908767,16.453052550026655,60.296347078593804,67.96166846998828,Wheat
83.71803405739709,44.90571617755069,42.821630733035214,7.454118483502931,14.581334327011275,63.13473329082584,66.25950321123474,Wheat
90.93892502746402,43.92620982155049,54.39642090157089,6.680684312075459,14.36050463346464,51.469934946600254,58.48789525437704,Wheat
80.79095794224071,50.11009529293859,51.577667317652185,6.646331285492709,14.4871427258763,62.3428997320806,85.33886084427229,Wheat
76.681676316038,44.19048040720794,30.916785673338573,6.604603022598461,24.63804527621805,64.49261751499628,109.0919314278438,Maize
102.22680611800213,54.6338591099188,51.70678201283147,5.808761815055153,19.119196193977277,60.394992230339795,53.99607992625204,Maize
91.24678112004128,63.41514230737404,30.983588516712743,5.68316487101504,22.521990282834352,73.67750035055809,72.13092734837254,Maize
90.2893923475357,41.0393214762598,33.708580024052225,6.97994518443827,27.651186964360456,55.09879961868819,116.62682497962673,Maize
95.56479751262002,61.697957363000555,41.368496390846474,6.273394042868875,22.8884658025692,68.33728515092209,59.7755878329419,Maize
71.19894359490712,47.69824853977977,47.61701906841617,5.802780178184422,24.734324333249173,74.3982409221454,56.573050105259284,Maize
96.90408472900505,51.09375548261428,51.703556359437634,5.7657246841710785,24.926259522261645,71.76230579296221,116.12299536318163,Maize
97.32992113158583,52.42936910021068,45.44618100503035,6.803357476718078,23.706097466388297,55.60774119393674,115.16640868548845,Maize
97.58107004126245,56.912834644431165,35.39187880994293,6.488328205348986,21.938644056541584,68.02465954082984,57.46151212155935,Maize
96.31381218412145,64.98534314426666,31.2053009715139,6.9657612763319765,22.069079607228705,72.41506900674518,104.76698388407914,Maize
92.68065043946672,58.46123023128317,51.962889032533695,6.106210482476549,21.270331615632387,68.3518677112717,106.5492159358881,Maize
100.49140539106463,59.94534122146587,40.88958287032332,6.7267513242625325,19.202090553706086,65.88978195921699,50.40310623486851,Maize
82.98343319601081,49.16153837178494,39.90431729023138,6.543200810034794,21.885581012703458,63.973872452450614,66.62808916120292,Maize
84.9300716651736,45.68174068157879,31.829898094211092,6.405172890072067,24.682127985550164,67.38980692019229,82.44458306604007,Maize
85.19143120716919,61.583341239295635,42.97704462840545,6.218772816444597,18.256420658064357,61.824956552523126,76.61369331501,Maize
85.95291123587602,54.504309230683305,43.340063668171965,6.411857639190167,25.648832615421284,71.25971477432188,100.2686153358546,Maize
108.22094783819739,40.45581456690904,34.89444964208865,5.511344312467213,24.47474714154603,72.96061097899974,67.04376076034094,Maize
107.08138179185227,41.50668475723902,53.36090067013786,6.027434030859451,19.014208284492167,64.71743518372651,67.97435974043556,Maize
81.39491607847691,47.68224912315716,50.075647445816585,6.308741915012882,21.113076991560035,67.20667566621836,100.13054719562355,Maize
80.90496002934135,50.33872753813379,33.04715233342369,5.771724024302021,24.811178539649827,58.62876695391254,86.76143685669422,Maize
98.3618504688973,42.6719230773686,44.182805490722586,5.884844175552046,27.6292687523758,64.6709129343985,106.41947848426108,Maize
92.00906168625048,41.08531332137048,45.828784389850554,6.927105013309985,24.016118201463314,71.3837771885358,111.89445243438854,Maize
79.1231908779573,45.30112099770567,45.274524721274794,6.116542704710057,26.398613028667203,73.00046246796022,74.73949655119027,Maize
79.47482235897928,59.51313788109655,36.8701508887034,6.733921477770518,22.23738253648763,68.35099798582941,56.68747196842677,Maize
94.95437298706292,51.294191968430724,44.66521157938685,5.752021311617295,25.36873744944182,72.25594155086458,65.1717860063543,Maize
73.82858222080647,40.59096465115841,46.04928751108165,6.410641054133171,23.466974127140702,59.63894192231951,77.36341971338602,Maize
93.77905340744692,52.41917147147923,54.694638005372184,5.7046596288351,24.951445540475937,63.086375362085846,79.97397304479304,Maize
98.70391062632706,57.31090378310924,54.781399842554706,5.692591434181188,19.041096493841664,69.48677634257483,90.48708419044863,Maize
80.96642666239224,41.985484224724665,32.14145623991077,6.8412863119961775,19.918673247187428,61.46743124231041,65.86594815588916,Maize
84.1998522332775,41.735596068652335,42.97649477270676,5.601418845388323,26.003565078223616,59.67424163820866,87.80083402231574,Maize
